Title,Company,Date Posted,Salary,Description,URL
Backdoor Agent -MS Batroun,Mike Sport,2025-07-03,N/A,"Department:
Retail
Job Status:
Full Timer
Working Hours:
Flexibility in working hours is needed as per the Store opening hours, including weekends & holidays.
Location:
Batroun
SCOPE OF THE JOB:
The Backdoor Agent is responsible for receiving, inspecting, storing and issuing merchandise for use in the store. He/ She will also be responsible for ensuring an ongoing & punctual replenishment process at the store.
  KEY RESPONSIBILITIES:
Greet customers, offer assistance and serve them in order to ensure their needs are answered in a timely manner and in compliance with quality and customer service standards.
Arrange and replenish on a continuous basis the store shelves and ensure that the store floor and shelves are kept clean and tidy at all times in alignment with the store image and coordination standards.
Receive merchandize, count it physically and electronically in order to ensure accuracy of information and inspect its quality to report discrepancies.
Perform accurate stock rotation of items (To/From Stores & Warehouse) under the supervision of the manager on duty.
Organize the stockroom related to the store to conserve high level of stock replenishment.
Classify, store and tag items in the warehouse on a daily basis as per store procedures and items' characteristics, in order to ensure timely finding and release of products.
Participate in the inventory of products and report the end-of-day inventory status to Store Manager.
Perform other duties that are aligned & related to the job scope.
JOB REQUIREMENTS:
Education:  High School Degree
Experience:  0 to 1 year of experience in the sales field.
Linguistic Skills: Advanced in English & Arabic, French is a plus.
Computer Skills: Good knowledge in Ms. Office.",https://huntinglebanese.com/en/careers/jobs/show/12654/backdoor-agent-ms-batroun
Sales Representative - MS Outlet Jbeil,Mike Sport,2025-07-03,N/A,"Department:
Retail
Job Status:
Full Timer
Working Hours:
Flexibility in working hours is needed as per the Store opening hours, including weekends & holidays.
Location:
Outlet Jbeil
SCOPE OF THE JOB:
The Sales Representative is responsible for serving customers on the store floor and answering their needs in a timely manner in order to ensure a high level of customer satisfaction and achieve optimum sales results.
KEY RESPONSIBILITIES:
Greet customers, offer assistance and serve them in order to ensure their needs are answered in a timely manner and in compliance with quality and customer service standards.
Provide exceptional customer service by performing up-selling, cross-selling, suggesting alternatives and following up on customers’ requests.
Ensure smooth and efficient receiving process of items/shipments, as well as accurate stock keeping preventing security risks and thefts by performing physical and electronic inventory as required, reporting broken alarms, incidents, suspicious activities.
Arrange and replenish on a continuous basis the store shelves and ensure that the store floor and shelves are kept clean and tidy at all times in alignment with the store image and coordination standards.
Organize the stockroom related to the store to conserve high level of stock replenishment.
Handle pricing (& Change of prices) process in an effective and accurate manner as required.
Perform a smooth and efficient receiving process of items & shipments, as well as stock keeping preventing security risks and thefts by performing periodical inventories.
Perform accurate stock rotation of items (To/From Stores & Warehouse) under the supervision of the manager on duty.
Take accurate measurements for any needed alteration, assign price according to set price list (when applicable) and coordinate needed alterations.
Participate in the inventory of products and report the end-of-day inventory status to Store Manager.
Perform other duties that are aligned & related to the job scope.
         JOB REQUIREMENTS:
Education:  High School Degree
Experience:  0 to 1 year of experience in the sales field.
Linguistic Skills: Advanced in English & Arabic, French is a plus.
Computer Skills: Good knowledge in Ms. Office.",https://huntinglebanese.com/en/careers/jobs/show/12652/sales-representative-ms-outlet-jbeil
Cashier - MS Mastita,Mike Sport,2025-07-03,N/A,"Department:
Retail
Job Status:
Full Timer
Working Hours:
Flexibility in working hours is needed as per the Store opening hours, including weekends & holidays.
Location:
Mastita
SCOPE OF THE JOB:
The Cashier is responsible for handling the cash register systems and sales transactions. He/she greets, assists and serves customers on the store floor at all points in the shopping experience in order to ensure the provision of the highest standards of customer service and the achievement of maximum sales.
KEY RESPONSIBILITIES:
Maintain the cleanliness and tidiness of the cash desk (including invoice folder when applicable) and ensure that consumable materials (such as bags, rolls, etc.) are replenished throughout the day and marketing/communication tools are properly displayed.
Prepare cash money, electronic cards slips & discounts, etc. at the end of day and submit them in compliance with company policies and security standards and report cash discrepancies.
Deliver a high standard customer service, provide clients with the necessary support, promote gift cards, up-sell and cross-sell products and services.
Ensure cash policies and procedures are applied duly and accurately.
Handle alteration, gift wrapping, laundry and reservation requests, fill all related slips and log books as well as check alteration, reservation items at store opening to ensure their conformity to the set procedures.
Perform accurate Stock Rotation in/out of items (to/from stores and warehouse) under the supervision of the manager on duty.
Assist in ensuring a smooth and efficient receiving, returning & exchanging process of items /shipments (including defective items), as well as accurate stock keeping preventing security risks and thefts by performing physical and electronic inventory as required, reporting broken alarms, incidents, suspicious activities.
Ensure that all legal Policies & Procedures are well placed at all premises & accessible for the customers.
Participate in the inventory of products and report the end-of-day inventory status to Store Manager.
Perform other duties that are aligned & related to the job scope.
JOB REQUIREMENTS:
Education:  High School Degree
Experience:  0 to 1 year of experience in the same field.
Linguistic Skills: Advanced in English & Arabic, French is a plus.
Computer Skills: Proficiency in Ms. Office; POS knowledge is a plus.",https://huntinglebanese.com/en/careers/jobs/show/12650/cashier-ms-mastita
Travel Agent,N/A,2025-07-02,Negotiable,We are looking to hire a motivated person with minimum 1 year of experience in a travel agency,https://huntinglebanese.com/en/careers/jobs/show/12647/travel-agent
HR Officer,N/A,2025-07-02,N/A,"we are looking for an HR Officer with 3 to 5 years of experience
HR degree is a must
Excellent command of Excel.",https://huntinglebanese.com/en/careers/jobs/show/12645/hr-officer
Female Office Sales,N/A,2025-07-02,700,"Good in English
Able to handle phone calls
Living near Jbeil
Able to start immediately
Monday to Friday from 9am till 4pm",https://huntinglebanese.com/en/careers/jobs/show/12643/female-office-sales
CRM Specialist,N/A,2025-07-02,1600-1800,"the candidate should have a minimum of 3 years of experience 
Customer oriented 
Excellent Communication skills",https://huntinglebanese.com/en/careers/jobs/show/12641/crm-specialist
Retail Manager,N/A,2025-07-02,N/A,"Recruiting,training and supervising staff 
promoting and marketing the business
Outstanding communication skills",https://huntinglebanese.com/en/careers/jobs/show/12639/retail-manager
Maintenance Manager,N/A,2025-07-02,N/A,"Minimum of 5 years of experience as maintenance manager
Experience in planning maintenance operations
Good knowledge of technical aspects of plumbing, carpentry, electrical systems
Good knowledge of facilities machines and equipment
Ability to keep track of and report on activity
Excellent communication and interpersonal skills",https://huntinglebanese.com/en/careers/jobs/show/12637/maintenance-manager
Sales Advisor,N/A,2025-07-02,N/A,"Approaching customers and offering them advice on products to persuade them to buy
Assisting customers in locating requested store products.
Deal with complaints in a patient and helpful manner
Monitor shelves inventory and unload new products when needed
Maintain a clean and orderly environment in the store
Proven experience working as a sales advisor
Excellent organizational and consultative sales skills.
Effective communication skills.
Exceptional customer service skills.",https://huntinglebanese.com/en/careers/jobs/show/12635/sales-advisor
Runners-Waiters,N/A,2025-07-02,N/A,"Taking guests’ orders
Serving food and beverage
Presenting guests’ bills
Maintaining cleanliness of work areas 
Salary in fresh USD",https://huntinglebanese.com/en/careers/jobs/show/12633/runners-waiters
Recruiter (Remote Job),N/A,2025-07-02,Negotiable,"Min 1 year of experience in recruitment is required
Able to join immediately
Work is remote",https://huntinglebanese.com/en/careers/jobs/show/12631/recruiter-remote-job
"Retail Shop Representative , Cannon Home - Storiom",Cannon Home,2025-06-27,N/A,"We are looking to hire an outgoing and customer-oriented Senior Sales Advisor to drive sales and ensure customers have a pleasant shopping experience. The Senior Sales Advisor’s responsibilities include greeting customers upon their arrival, offering assistance, taking inventory of store products, and bagging customers' purchases. You should also be able to identify customers' needs and recommend store products accordingly.
To be successful as a Senior Sales Advisor, you should be courteous to all customers and able to work efficiently in a fast-paced environment. An outstanding Sales Advisor should demonstrate exemplary communication and consultative sales skills and consistently achieve excellent customer service.
Senior Sales Advisor Responsibilities:
Arranging merchandise on shelves and tables according to visual merchandising guidelines.
Maintaining an in-depth knowledge of store products to provide suitable customer recommendations.
Approaching customers and offering them advice on products to persuade them to buy using up-selling and cross-selling techniques.
Locating products on behalf of customers.
Assisting customers in locating requested store products.
Go the “extra mile” to meet targets
Operating the cash register and processing sales transactions.
Dealing with complaints in a patient and helpful manner.
Answering telephone calls courteously and professionally.
Transfer reception: Unloading and unpacking store deliveries and ensuring all store products are properly priced.
Monitoring shelf inventory, unloading new products when needed
Handling all price changes and customer returns accordingly.
Supervising housekeeping duties to ensure that the cashpoint, sales floor, and stockroom are well-maintained and always in order.
Senior Sales Advisor Requirements:
Proven experience working as a Sales Advisor.
The ability to operate a cash register.
The ability to stand for extended periods.
The ability to work in a fast-paced environment.
Excellent organizational and consultative sales skills.
Effective communication skills.
Exceptional customer service skills.",https://huntinglebanese.com/en/careers/jobs/show/12627/retail-shop-representative-cannon-home-storiom
Performance Marketing & Growth Specialist,Mike Sport,2025-06-25,N/A,"Department:
E-Commerce & Digital
Job Status:
Full Timer
Working Hours:
Monday till Friday from 9:00 am till 6:00 pm
Location:
Head Office - Zalka
SCOPE OF THE JOB:
The Performance Marketing & Growth Specialist is responsible for driving full-funnel paid and owned marketing growth across Google Ads, SEO, email/CRM, and analytics. You will collaborate closely with the Meta Marketing Specialist, Shopify Experience Designer, and E-Commerce Specialist to execute data-driven strategies that support Mike Sport’s aggressive revenue targets across multiple brands and markets.
KEY RESPONSIBILITIES:
Strategic Planning & Audience Segmentation
Lead audience research to identify high-value customer segments (demographics, behavior, LTV tiers) for prospecting and retargeting.
Develop and maintain a detailed segmentation framework (look-alike, custom, value-based audiences) to inform paid media, email flows, and personalization efforts.
Translate business objectives into channel-specific strategies, setting clear goals, KPIs, and success metrics for each segment.
Plan and orchestrate Mike sport promotions, campaigns and activations across all relevant channels.
Plan budget required per channel, etc.
Paid Search & Display
Strategically develop and manage Google Ads campaigns (Search, Display, Shopping) and non-Meta paid channels (e.g., programmatic, affiliates), setting audience targets and budget allocations to optimize bid strategies and maximize ROAS.
Oversee Google Merchant Center feeds, troubleshoot data errors, and recommend feed optimizations to improve campaign performance.
Email Marketing & CRM
Define CRM segmentation and personalization strategies, using behavioral and lifecycle data to drive targeted email and SMS flows (welcome, cart abandonment, re-engagement).
Work with our Customer Experience designer and Ecommerce Specialist to create content templates in Klaviyo (or equivalent) that automatically adapt to each customer segment’s preferences and purchase history.
Launch and report on email campaigns, etc.
SEO & Organic Growth
Own organic channel strategy: perform technical and content audits, implement keyword targeting (EN/AR) per segment, and guide content creation to capture high-intent search traffic.
Analytics & Attribution:
Architect and maintain a robust analytics stack: configure GA4/GTM, implement server-side tracking and Conversions API, define UTM taxonomies, and ensure full funnel attribution across channels.
Build segment-level dashboards in Looker Studio to monitor ROAS, CPA, conversion rates, and retention metrics across channels.
A/B Testing & Experimentation
Develop and execute systematic A/B and multivariate tests across paid creative, landing-page templates, email content, and on-site experiences, using statistical significance to guide scaling decisions.
Cross-Channel Collaboration
Facilitate regular planning sessions with the Meta Marketing Specialist, CX Designer, and eCom Specialist to align on segment definitions, test calendars, and creative briefs.
Present strategic recommendations and segment performance insights to the eCommerce Director and leadership.
Vendor & Tools Evaluation
Research third-party solutions and AI-driven tools that enhance segmentation, personalization, and campaign automation; lead evaluation and integration projects.
DESIRED SKILLS:
Required:
Hands-on experience with Google Ads (Search, Display, Shopping) and Google Merchant Center campaign setup, optimization, and ROAS management
Strong working knowledge of GA4, GTM, and Looker Studio for end-to-end attribution, conversion tracking, and performance dashboarding
Deep understanding of audience segmentation, targeting strategies, and conversion-rate optimization methodologies
Strong numerical aptitude: able to analyze budgets, forecast performance, measure ROAS/CPA, and manage media spend to hit ROI targets
Proven budget management skills: setting, allocating, and optimizing campaign budgets across channels to maximize return
Demonstrated ability to collaborate cross-functionally with CX, design, commercial, and operations teams
Familiarity with SQL or data-query tools for ad-hoc analysis and reporting is a plus.
Strong quantitative aptitude, comfortable building attribution models and predictive performance forecasts.
Ability to leverage data-science concepts (segmentation, clustering, regression) to refine targeting and personalization.
Nice to Have:
Previous hands-on experience with email/CRM platforms (e.g., Klaviyo, Omnisend, Mailchimp), including designing segmented automation flows
Demonstrated SEO skills: technical audits, on-page optimization, keyword research, and content collaboration (EN/AR)
Experience managing Arabic-language campaigns and localization for MENA market nuances
Proficiency with A/B testing and experimentation platforms, and mapping multichannel customer journeys
JOB REQUIREMENTS:
Education:  Bachelor’s degree in Marketing, Business Administration, Computer Science, Data Science, Statistics, or equivalent practical experience in performance marketing and analytics.
Experience:  3–5 years of direct digital marketing experience, with proven ownership of Google Ads and Google Merchant Center campaigns; eCommerce or retail background preferred.
Linguistic Skills: Excellent written and verbal skills in English and Arabic; proven experience driving alignment across cross-functional teams.",https://huntinglebanese.com/en/careers/jobs/show/12625/performance-marketing-growth-specialist
E-Commerce Specialist & Project Coordinator,Mike Sport,2025-06-25,N/A,"Department:
E-Commerce
Job Status:
Full Timer
Working Hours:
Monday till Friday from 9:00 am till 6:00 pm
Location:
Head Office - Zalka
SCOPE OF THE JOB:
The E-Commerce Specialist & Project Coordinator owns the commercial and catalog management of our Shopify storefronts—ensuring product listings, homepage modules, collections logic, tagging, sorting, and metadata are accurate and optimized for every campaign, launch, and promotion. In tandem with these day-to-day merchandising responsibilities, you will design and maintain Asana-based workflows and automated approval processes that streamline cross-functional collaboration and keep complex E-Commerce projects on track. As the single point of contact for E-Commerce initiatives, you will coordinate inputs from design, marketing, commercial, and operations teams, escalate issues swiftly, and continuously monitor site performance metrics to recommend data-driven improvements.
KEY RESPONSIBILITIES:
Strategy & Reporting
Contribute to E-Commerce roadmap planning and lead implementation of prioritized site initiatives.
Monitor site KPIs (CTR, conversion rate, sell-through, bounce rate) via GA4 and Looker dashboards, identifying opportunities to improve product visibility and conversions.
Collaborate with buyers and brand managers to ensure the site reflects commercial priorities, inventory availability, and pricing strategies.
  Website & Platform Management
Own catalog health and frictionless search: manage homepage modules, collection structures, product tagging, sorting logic, and metadata to ensure products are always discoverable and accurately presented.
Define merchandising requirements for landing pages and on-site components (built by the CX Designer), ensuring each page aligns with promotional strategy and commercial goals.
Conduct regular storefront audits to identify and resolve broken links, outdated content, or merchandising inconsistencies.
  Project & Workflow Management
Serve as the single point of contact for E-Commerce project delivery: coordinate inputs from design, marketing, commercial, and operations teams; set deadlines; escalate blockers; and track progress to completion.
Create, maintain, and refine Asana workflows and automated approval processes for all E-Commerce projects and initiatives, ensuring efficient cross-team collaboration and on-time delivery.
  Collaboration & Optimization
Collaborate closely with the Shopify Experience Designer and Performance Marketing Specialist to translate business objectives into cohesive UX/CRO and campaign strategies.
Work with analytics and performance teams to implement data-driven merchandising, landing-page, and campaign optimizations.
Vendor & Tools Evaluation
Research and evaluate third-party tools, platforms, and vendors to support roadmap initiatives, recommend solutions, and manage integration or implementation projects.
Desired Skills:
Advanced proficiency with Shopify Admin, including collections setup, product tagging, sorting logic, and metadata management or similar platform expertise (Magento, BigCommerce, etc.).
Strong project-management skills with demonstrated expertise in Asana (or similar), including workflow automation, reporting and cross-team coordination.
Analytical aptitude: ability to interpret GA4 and Looker Studio dashboards to drive site-merchandising decisions and to monitor KPIs and drive recommendations.
Business acumen: comfortable collaborating with buyers and brand managers on commercial priorities, inventory planning, and pricing strategies.
Technical literacy: working knowledge of basic HTML/CSS and familiarity with Shopify Liquid for minor adjustments or troubleshooting.
Effective communicator: able to lead cross-functional meetings, write clear requirements, and escalate issues proactively.
Resourcefulness: experience researching and integrating third-party E-Commerce tools, apps, or vendors to support roadmap initiatives.
Solid understanding of project-management principles, including stakeholder communication and risk mitigation.
JOB REQUIREMENTS:
Education: Bachelor’s degree in E-Commerce, Marketing, Business Administration, Digital Media, Computer Science, or a related field, or equivalent hands-on experience in site merchandising and E-Commerce operations.
Experience: 3–4 years of direct E-Commerce or site-merchandising experience and digital project coordination, including at least 2 years working with advanced commerce storefronts, Shopify preferred.
Linguistic Skills: Bilingual English/Arabic, with experience in multi-language or multi-store Shopify environments.",https://huntinglebanese.com/en/careers/jobs/show/12624/e-commerce-specialist-project-coordinator
Customer Experience Designer,Mike Sport,2025-06-25,N/A,"Department:
E-Commerce
  Job Status:
Full Timer
Working Hours:
Monday till Friday from 9:00 am till 6:00 pm
Location:
Head Office - Zalka
SCOPE OF THE JOB:
The Customer Experience Designer is responsible for owning the Customer experience across all Mike Sport digital storefronts. This role combines UX/UI design with hands-on Shopify implementation — from creating wireframes and mockups to building high-converting pages directly within the Shopify CMS. He/she will report to the E-Commerce Director and work closely with development, marketing, and commercial teams to continuously improve the look, feel, and performance of our sites.
KEY RESPONSIBILITIES:
Strategy & Roadmapping:
Define and own the customer experience strategy and UX roadmap for all Shopify storefronts, prioritizing site features, promotional layouts, and brand activations.
Conduct strategic UX workshops with stakeholders to align on business goals, test plans, and success metrics.

Development & Execution:
Translate marketing and commercial briefs into high-fidelity Figma wireframes and mockups.
Implement approved designs directly in Shopify (theme editor, sections, templates) for landing pages, homepage updates, campaign pages, and microsites.
Provide developers with clear UX specifications and guidelines on initiatives requiring custom development.
Design pages with SEO and tracking best practices in mind, and supply instructions for UTM parameters and data layer hooks to ensure accurate analytics and CRO measurement.
  Landing Page & Campaign Enablement:
Build and optimize landing pages and site components for ongoing promotions, seasonal campaigns, and product launches, driving consistency and conversion.
  Marketing Channel Journeys:
Design and build visual journeys for email marketing (templates, dynamic content), WhatsApp campaigns, and other CRM touchpoints to ensure brand cohesion across channels.
  Optimization & Testing:
Design, run, and analyze A/B tests on page variants, creative elements, and user flows.
Apply test insights to iteratively improve add-to-cart rates, click-throughs, and bounce-rate metrics.
  Cross-Functional Collaboration:
Coordinate with the E-Commerce Specialist to align site updates with inventory, promotions, and project workflows.
Partner with the Performance Marketing Specialist to integrate paid-traffic learnings into landing-page optimizations.
Participate in weekly sprint planning and retrospectives to maintain momentum and ensure CX objectives guide the team’s priorities.
Desired Skills & Experience:
Proficiency in Figma for creating wireframes, high-fidelity mockups, and interactive prototypes
Expert use of Shopify’s native CMS (theme editor, sections, templates) to implement and customize designs directly.
Deep understanding of E-Commerce UX & CRO best practices, including experimentation methodologies.
Keen attention to detail with a strong sense of brand consistency and user-centric design.
Basic proficiency in HTML/CSS and Shopify Liquid for minor theme adjustments and troubleshooting.
Experience designing email templates and visual assets in Klaviyo or similar marketing-automation platforms.
Familiarity with A/B-testing tools to validate design hypotheses
Experience working on multi-language or multi-store Shopify setups, ensuring localization and consistency across markets.
Comfortable using UX analytics tools (e.g., Hotjar, Google Optimize, GA4) to inform design decisions.
Experience leveraging AI tools for user research, rapid prototyping, and personalized experience recommendations.
JOB REQUIREMENTS:
Education: Bachelor’s degree in a relevant design or digital field such as:
BA in Graphic Design & Visual Communication
BA in Multimedia & Digital Arts
BS in Computer Science or Information Technology with a specialization or coursework in UI/UX
Equivalent qualifications in HCI (Human-Computer Interaction), Digital Media, or Interactive Design
Experience:  At least 4 years of hands-on web and E-Commerce design experience, with a minimum of 2 years implementing and optimizing Shopify storefronts.
Linguistic Skills: Fluent written and spoken English and Arabic; French is a plus.",https://huntinglebanese.com/en/careers/jobs/show/12623/customer-experience-designer
Administrative Coordinator,N/A,2025-06-24,Negotiable,"Required Admin person
Min 1 year experience in administrative position
Good in English
Able to handle phone calls",https://huntinglebanese.com/en/careers/jobs/show/12622/administrative-coordinator
Maintenance Manager,N/A,2025-06-24,N/A,"Minimum of 5 years of experience as maintenance manager
Experience in planning maintenance operations
Good knowledge of technical aspects of plumbing, carpentry, electrical systems
Good knowledge of facilities machines and equipment
Ability to keep track of and report on activity
Excellent communication and interpersonal skills",https://huntinglebanese.com/en/careers/jobs/show/12620/maintenance-manager
Director Of Operation,N/A,2025-06-24,Excellent Package,"Experience 10-15 years in Operations
Verbal & written fluency in English & Arabic Languages (French is a plus)
Computer Literacy",https://huntinglebanese.com/en/careers/jobs/show/12618/director-of-operation
Recruiter (Remote Job),N/A,2025-06-24,Negotiable,"Min 1 year of experience in recruitment is required
Able to join immediately
Work is remote",https://huntinglebanese.com/en/careers/jobs/show/12616/recruiter-remote-job
Sales Advisor,N/A,2025-06-24,N/A,"Approaching customers and offering them advice on products to persuade them to buy
Assisting customers in locating requested store products.
Deal with complaints in a patient and helpful manner
Monitor shelves inventory and unload new products when needed
Maintain a clean and orderly environment in the store
Proven experience working as a sales advisor
Excellent organizational and consultative sales skills.
Effective communication skills.
Exceptional customer service skills.",https://huntinglebanese.com/en/careers/jobs/show/12614/sales-advisor
Junior Accountant,N/A,2025-06-24,N/A,"Female Accountant is needed for a company in Sin El Fil, good knowledge of PIMS software, min 1 year of experience",https://huntinglebanese.com/en/careers/jobs/show/12612/junior-accountant
Runners-Waiters,N/A,2025-06-20,N/A,"Taking guests’ orders
Serving food and beverage
Presenting guests’ bills
Maintaining cleanliness of work areas 
Salary in fresh USD",https://huntinglebanese.com/en/careers/jobs/show/12599/runners-waiters
Registered Nurse,N/A,2025-06-20,Excellent Package,Registered Nurse is required with minimum 5 years of experience for a hospital in Dubai,https://huntinglebanese.com/en/careers/jobs/show/12597/registered-nurse
Mystery Shopper - Urgently Required,N/A,2025-06-20,N/A,excellent communication skills self confident good analytical skills good knowledge in excel have a car cover beirut and mount lebanon previous similar experience is a plus,https://huntinglebanese.com/en/careers/jobs/show/12595/mystery-shopper-urgently-required
Retail Manager,N/A,2025-06-20,N/A,"Recruiting,training and supervising staff 
promoting and marketing the business
Outstanding communication skills",https://huntinglebanese.com/en/careers/jobs/show/12593/retail-manager
Social Media Specialist,N/A,2025-06-20,N/A,Min 2 years of experience,https://huntinglebanese.com/en/careers/jobs/show/12591/social-media-specialist
Cashier - MS Outlet Kaslik,Mike Sport,2025-06-19,N/A,"Department:
Retail
Job Status:
Full Timer
Working Hours:
Flexibility in working hours is needed as per the Store opening hours, including weekends & holidays.
Location:
Outlet Kaslik
SCOPE OF THE JOB:
The Cashier is responsible for handling the cash register systems and sales transactions. He/she greets, assists and serves customers on the store floor at all points in the shopping experience in order to ensure the provision of the highest standards of customer service and the achievement of maximum sales.
KEY RESPONSIBILITIES:
Maintain the cleanliness and tidiness of the cash desk (including invoice folder when applicable) and ensure that consumable materials (such as bags, rolls, etc.) are replenished throughout the day and marketing/communication tools are properly displayed.
Prepare cash money, electronic cards slips & discounts, etc. at the end of day and submit them in compliance with company policies and security standards and report cash discrepancies.
Deliver a high standard customer service, provide clients with the necessary support, promote gift cards, up-sell and cross-sell products and services.
Ensure cash policies and procedures are applied duly and accurately.
Handle alteration, gift wrapping, laundry and reservation requests, fill all related slips and log books as well as check alteration, reservation items at store opening to ensure their conformity to the set procedures.
Perform accurate Stock Rotation in/out of items (to/from stores and warehouse) under the supervision of the manager on duty.
Assist in ensuring a smooth and efficient receiving, returning & exchanging process of items /shipments (including defective items), as well as accurate stock keeping preventing security risks and thefts by performing physical and electronic inventory as required, reporting broken alarms, incidents, suspicious activities.
Ensure that all legal Policies & Procedures are well placed at all premises & accessible for the customers.
Participate in the inventory of products and report the end-of-day inventory status to Store Manager.
Perform other duties that are aligned & related to the job scope.
JOB REQUIREMENTS:
Education:  High School Degree
Experience:  0 to 1 year of experience in the same field.
Linguistic Skills: Advanced in English & Arabic, French is a plus.
Computer Skills: Proficiency in Ms. Office; POS knowledge is a plus.",https://huntinglebanese.com/en/careers/jobs/show/12589/cashier-ms-outlet-kaslik
Junior HR Coordinator,N/A,2025-06-19,N/A,"Min 1 year of experience in HR
MBA is a plus
Assist HR Manager
Job Location: Jbeil",https://huntinglebanese.com/en/careers/jobs/show/12587/junior-hr-coordinator
Maintenance Manager,N/A,2025-06-19,N/A,"Minimum of 5 years of experience as maintenance manager
Experience in planning maintenance operations
Good knowledge of technical aspects of plumbing, carpentry, electrical systems
Good knowledge of facilities machines and equipment
Ability to keep track of and report on activity
Excellent communication and interpersonal skills",https://huntinglebanese.com/en/careers/jobs/show/12585/maintenance-manager
IT Officer,N/A,2025-06-19,1500,"BA degree in Computer Science
min 2 years of experience
able to start immediately",https://huntinglebanese.com/en/careers/jobs/show/12583/it-officer
Accountant,N/A,2025-06-19,N/A,"Accountant is needed for a company in Jal El Dib
Good knowledge of PIMS software",https://huntinglebanese.com/en/careers/jobs/show/12581/accountant
Commercial Department Administrator,Mike Sport,2025-06-16,N/A,"Department:
Commercial Procurement
Job Status:
Full Timer
Working Hours:
Monday till Friday from 9:00 am till 6:00 pm
Location:
Head Office - Zalka
SCOPE OF THE JOB:
The Commercial Department Administrator is responsible for providing administrative and coordination support to the commercial team, ensuring smooth day-to-day operations across sales, marketing, and business development functions. This role handles reporting, documentation, communication, and assists in the execution of commercial strategies and activities across geographical.
      KEY RESPONSIBILITIES:
Administrative Functions:
Prepare, generate & analyze different types of commercial procurement dpt. reports, and presentations for internal and external use.
Assist in tracking sales targets, KPIs, and commercial performance metrics.
Coordinate and schedule meetings, events, and other activities as needed.
Create and manage the Accounting Calendar, ensuring that all financial deadlines (such as budget reviews, reporting dates, audits, and payment schedules) are properly planned and communicated to the finance team.
Develop, maintain, and update the Marketing Calendar, ensuring all marketing initiatives, campaigns, and events are scheduled and executed in alignment with departmental and organizational goals.
Follow up with all Commercial Procurement team on all projects having deadline, in order to be submitted on time to the Commercial Procurement Manager.
Attend business meetings and record minutes of meeting for future reference.
Organize and maintain a centralized repository of all commercial documentation, ensuring it’s easily accessible, complete, and in compliance with company policies and legal standards.
Cross-Department Coordination:
Liaise with other departments, such as Sales, Finance, and Marketing, to ensure alignment of key commercial strategies and deliverables.
Collaborate with the marketing team and other relevant departments to ensure all key marketing activities are effectively planned and tracked.
Act as the central point of contact for calendar management across all department-specific initiatives (marketing, accounting, and any other commercial functions).
Act as a liaison between departments such as retail, finance, marketing, and logistics to ensure alignment in commercial operations.
Reporting and Analysis:
Prepare and maintain reports related to the commercial department’s activities, including marketing campaigns, financial performance, and scheduling.
Assist in the preparation of internal presentations and documentation as needed.
Monitor and track sales targets, KPIs, and performance reports.
Maintain confidentiality of sensitive information and ensure data accuracy.
Perform other duties that are aligned & related to the job scope.
JOB REQUIREMENTS:
Education:  Bachelor Degree in Business Administration or Equivalent Degree.
Experience:  At least 1-2 years of experience in the administration field.
Linguistic Skills: Advanced in written & spoken English, French is a plus.
Computer Skills: Advanced/ Extensive knowledge in MS Office, especially in Excel.",https://huntinglebanese.com/en/careers/jobs/show/12578/commercial-department-administrator
